"DATE","ATM","Cash"
2009-11-22,"ATM3",0
2009-11-23,"ATM3",0
2009-11-24,"ATM3",0
2009-11-25,"ATM3",0
2009-11-26,"ATM3",0
2009-11-27,"ATM3",0
2009-11-28,"ATM3",0
2009-11-29,"ATM3",0
2009-11-30,"ATM3",0
2009-12-01,"ATM3",0
2009-12-02,"ATM3",0
2009-12-03,"ATM3",0
2009-12-04,"ATM3",0
2009-12-05,"ATM3",0
2009-12-06,"ATM3",0
2009-12-07,"ATM3",0
2009-12-08,"ATM3",0
2009-12-09,"ATM3",0
2009-12-10,"ATM3",0
2009-12-11,"ATM3",0
2009-12-12,"ATM3",0
2009-12-13,"ATM3",0
2009-12-14,"ATM3",0
2009-12-15,"ATM3",0
2009-12-16,"ATM3",0
2009-12-17,"ATM3",0
2009-12-18,"ATM3",0
2009-12-19,"ATM3",0
2009-12-20,"ATM3",0
2009-12-21,"ATM3",0
2009-12-22,"ATM3",0
2009-12-23,"ATM3",0
2009-12-24,"ATM3",0
2009-12-25,"ATM3",0
2009-12-26,"ATM3",0
2009-12-27,"ATM3",0
2009-12-28,"ATM3",0
2009-12-29,"ATM3",0
2009-12-30,"ATM3",0
2009-12-31,"ATM3",0
2010-01-01,"ATM3",0
2010-01-02,"ATM3",0
2010-01-03,"ATM3",0
2010-01-04,"ATM3",0
2010-01-05,"ATM3",0
2010-01-06,"ATM3",0
2010-01-07,"ATM3",0
2010-01-08,"ATM3",0
2010-01-09,"ATM3",0
2010-01-10,"ATM3",0
2010-01-11,"ATM3",0
2010-01-12,"ATM3",0
2010-01-13,"ATM3",0
2010-01-14,"ATM3",0
2010-01-15,"ATM3",0
2010-01-16,"ATM3",0
2010-01-17,"ATM3",0
2010-01-18,"ATM3",0
2010-01-19,"ATM3",0
2010-01-20,"ATM3",0
2010-01-21,"ATM3",0
2010-01-22,"ATM3",0
2010-01-23,"ATM3",0
2010-01-24,"ATM3",0
2010-01-25,"ATM3",0
2010-01-26,"ATM3",0
2010-01-27,"ATM3",0
2010-01-28,"ATM3",0
2010-01-29,"ATM3",0
2010-01-30,"ATM3",0
2010-01-31,"ATM3",0
2010-02-01,"ATM3",0
2010-02-02,"ATM3",0
2010-02-03,"ATM3",0
2010-02-04,"ATM3",0
2010-02-05,"ATM3",0
2010-02-06,"ATM3",0
2010-02-07,"ATM3",0
2010-02-08,"ATM3",0
2010-02-09,"ATM3",0
2010-02-10,"ATM3",0
2010-02-11,"ATM3",0
2010-02-12,"ATM3",0
2010-02-13,"ATM3",0
2010-02-14,"ATM3",0
2010-02-15,"ATM3",0
2010-02-16,"ATM3",0
2010-02-17,"ATM3",0
2010-02-18,"ATM3",0
2010-02-19,"ATM3",0
2010-02-20,"ATM3",0
2010-02-21,"ATM3",0
2010-02-22,"ATM3",0
2010-02-23,"ATM3",0
2010-02-24,"ATM3",0
2010-02-25,"ATM3",0
2010-02-26,"ATM3",0
2010-02-27,"ATM3",0
2010-02-28,"ATM3",0
2010-03-01,"ATM3",0
2010-03-02,"ATM3",0
2010-03-03,"ATM3",0
2010-03-04,"ATM3",0
2010-03-05,"ATM3",0
2010-03-06,"ATM3",0
2010-03-07,"ATM3",0
2010-03-08,"ATM3",0
2010-03-09,"ATM3",0
2010-03-10,"ATM3",0
2010-03-11,"ATM3",0
2010-03-12,"ATM3",0
2010-03-13,"ATM3",0
2010-03-14,"ATM3",0
2010-03-15,"ATM3",0
2010-03-16,"ATM3",0
2010-03-17,"ATM3",0
2010-03-18,"ATM3",0
2010-03-19,"ATM3",0
2010-03-20,"ATM3",0
2010-03-21,"ATM3",0
2010-03-22,"ATM3",0
2010-03-23,"ATM3",0
2010-03-24,"ATM3",0
2010-03-25,"ATM3",0
2010-03-26,"ATM3",0
2010-03-27,"ATM3",0
2010-03-28,"ATM3",0
2010-03-29,"ATM3",0
2010-03-30,"ATM3",0
2010-03-31,"ATM3",0
2010-04-01,"ATM3",0
2010-04-02,"ATM3",0
2010-04-03,"ATM3",0
2010-04-04,"ATM3",0
2010-04-05,"ATM3",0
2010-04-06,"ATM3",0
2010-04-07,"ATM3",0
2010-04-08,"ATM3",0
2010-04-09,"ATM3",0
2010-04-10,"ATM3",0
2010-04-11,"ATM3",0
2010-04-12,"ATM3",0
2010-04-13,"ATM3",0
2010-04-14,"ATM3",0
2010-04-15,"ATM3",0
2010-04-16,"ATM3",0
2010-04-17,"ATM3",0
2010-04-18,"ATM3",0
2010-04-19,"ATM3",0
2010-04-20,"ATM3",0
2010-04-21,"ATM3",0
2010-04-22,"ATM3",0
2010-04-23,"ATM3",0
2010-04-24,"ATM3",0
2010-04-25,"ATM3",0
2010-04-26,"ATM3",0
2010-04-27,"ATM3",0
2010-04-28,"ATM3",96
2010-04-29,"ATM3",82
2010-04-30,"ATM3",85
2009-05-01,"ATM4",776.993422635774
2009-05-02,"ATM4",524.417958901937
2009-05-03,"ATM4",792.811361561722
2009-05-04,"ATM4",908.238456710197
2009-05-05,"ATM4",52.832102885407
2009-05-06,"ATM4",52.2084543309194
2009-05-07,"ATM4",55.4736091504924
2009-05-08,"ATM4",558.503251043943
2009-05-09,"ATM4",904.341359476877
2009-05-10,"ATM4",879.493587939467
2009-05-11,"ATM4",274.022339859553
2009-05-12,"ATM4",396.108347278232
2009-05-13,"ATM4",274.547187676832
2009-05-14,"ATM4",16.3211587778839
2009-05-15,"ATM4",852.307037059765
2009-05-16,"ATM4",379.561702777514
2009-05-17,"ATM4",31.2849526928664
2009-05-18,"ATM4",491.85057706998
2009-05-19,"ATM4",83.7054798743499
2009-05-20,"ATM4",128.653781247532
2009-05-21,"ATM4",14.3575903757796
2009-05-22,"ATM4",815.358321475922
2009-05-23,"ATM4",758.218587112983
2009-05-24,"ATM4",601.421108345678
2009-05-25,"ATM4",906.796873134167
2009-05-26,"ATM4",502.907894207834
2009-05-27,"ATM4",88.2731377918408
2009-05-28,"ATM4",35.43833546129
2009-05-29,"ATM4",338.459424759929
2009-05-30,"ATM4",4.54799596505236
2009-05-31,"ATM4",122.667744898782
2009-06-01,"ATM4",150.234945369102
2009-06-02,"ATM4",721.155281380069
2009-06-03,"ATM4",443.012567954839
2009-06-04,"ATM4",17.1517201347435
2009-06-05,"ATM4",14.8876952016645
2009-06-06,"ATM4",740.543154963891
2009-06-07,"ATM4",1058.08338419878
2009-06-08,"ATM4",576.183700841274
2009-06-09,"ATM4",1484.12688716633
2009-06-10,"ATM4",193.78732663625
2009-06-11,"ATM4",27.0547792798363
2009-06-12,"ATM4",1190.89892093646
2009-06-13,"ATM4",746.495616650504
2009-06-14,"ATM4",1220.76788182341
2009-06-15,"ATM4",1021.50352869046
2009-06-16,"ATM4",372.623610185752
2009-06-17,"ATM4",321.272934509611
2009-06-18,"ATM4",92.4766549694339
2009-06-19,"ATM4",116.644133184619
2009-06-20,"ATM4",202.41350282446
2009-06-21,"ATM4",524.434513734354
2009-06-22,"ATM4",80.6443544327333
2009-06-23,"ATM4",64.2735892445865
2009-06-24,"ATM4",90.6365710039204
2009-06-25,"ATM4",48.046061030476
2009-06-26,"ATM4",1026.03217198209
2009-06-27,"ATM4",423.77097104651
2009-06-28,"ATM4",60.6264531187625
2009-06-29,"ATM4",540.281404318153
2009-06-30,"ATM4",173.705568168891
2009-07-01,"ATM4",393.239982380583
2009-07-02,"ATM4",41.9486209671262
2009-07-03,"ATM4",310.006526961919
2009-07-04,"ATM4",110.051915016457
2009-07-05,"ATM4",682.18236689384
2009-07-06,"ATM4",54.6679044066747
2009-07-07,"ATM4",213.989896435116
2009-07-08,"ATM4",738.126359903811
2009-07-09,"ATM4",16.2060809771332
2009-07-10,"ATM4",16.2232050931817
2009-07-11,"ATM4",1050.20652819463
2009-07-12,"ATM4",438.477360747518
2009-07-13,"ATM4",546.691591678163
2009-07-14,"ATM4",858.236420235926
2009-07-15,"ATM4",446.733513531494
2009-07-16,"ATM4",94.6720346943681
2009-07-17,"ATM4",644.390622674546
2009-07-18,"ATM4",568.815898833703
2009-07-19,"ATM4",704.507041599604
2009-07-20,"ATM4",571.645284648831
2009-07-21,"ATM4",479.875501050719
2009-07-22,"ATM4",418.864061747843
2009-07-23,"ATM4",27.5691302602324
2009-07-24,"ATM4",834.834363546686
2009-07-25,"ATM4",910.834074884209
2009-07-26,"ATM4",468.106926672841
2009-07-27,"ATM4",768.121660406244
2009-07-28,"ATM4",1089.16776215531
2009-07-29,"ATM4",266.898417253879
2009-07-30,"ATM4",7.11066448763144
2009-07-31,"ATM4",704.192012286165
2009-08-01,"ATM4",495.350605866502
2009-08-02,"ATM4",142.638951049928
2009-08-03,"ATM4",428.560173675816
2009-08-04,"ATM4",894.969363991126
2009-08-05,"ATM4",610.290623079818
2009-08-06,"ATM4",70.6137312416923
2009-08-07,"ATM4",593.570261397336
2009-08-08,"ATM4",341.601806687171
2009-08-09,"ATM4",735.035707592223
2009-08-10,"ATM4",462.773027745365
2009-08-11,"ATM4",1156.49610792055
2009-08-12,"ATM4",454.091938453053
2009-08-13,"ATM4",283.337264894307
2009-08-14,"ATM4",571.508225551503
2009-08-15,"ATM4",772.17965181371
2009-08-16,"ATM4",260.125517254741
2009-08-17,"ATM4",357.51526670354
2009-08-18,"ATM4",16.1575967866792
2009-08-19,"ATM4",334.312503217643
2009-08-20,"ATM4",25.6964040493715
2009-08-21,"ATM4",254.887097661861
2009-08-22,"ATM4",357.003129127871
2009-08-23,"ATM4",1245.59427965721
2009-08-24,"ATM4",917.371156943881
2009-08-25,"ATM4",592.180082068389
2009-08-26,"ATM4",412.474974946322
2009-08-27,"ATM4",82.9111711644146
2009-08-28,"ATM4",996.010225776324
2009-08-29,"ATM4",103.910374783015
2009-08-30,"ATM4",1116.91504379135
2009-08-31,"ATM4",816.847014783085
2009-09-01,"ATM4",914.493389038565
2009-09-02,"ATM4",648.209198441807
2009-09-03,"ATM4",140.515568974785
2009-09-04,"ATM4",1495.15477491531
2009-09-05,"ATM4",1301.39634388495
2009-09-06,"ATM4",779.717192502357
2009-09-07,"ATM4",744.262278463621
2009-09-08,"ATM4",200.391803226158
2009-09-09,"ATM4",854.179084355702
2009-09-10,"ATM4",50.7193688726552
2009-09-11,"ATM4",7.40479862867238
2009-09-12,"ATM4",1061.19278043916
2009-09-13,"ATM4",715.021459543744
2009-09-14,"ATM4",35.4446684247934
2009-09-15,"ATM4",491.88451043452
2009-09-16,"ATM4",343.496922822993
2009-09-17,"ATM4",20.7141860418197
2009-09-18,"ATM4",505.717124629766
2009-09-19,"ATM4",97.3251133180359
2009-09-20,"ATM4",473.570485705903
2009-09-21,"ATM4",899.773473595446
2009-09-22,"ATM4",1712.07498615948
2009-09-23,"ATM4",281.38841159489
2009-09-24,"ATM4",26.3379692693927
2009-09-25,"ATM4",328.644987523756
2009-09-26,"ATM4",761.371143418368
2009-09-27,"ATM4",629.319900949778
2009-09-28,"ATM4",235.753411261302
2009-09-29,"ATM4",1195.22318067405
2009-09-30,"ATM4",782.407474355827
2009-10-01,"ATM4",108.331742560694
2009-10-02,"ATM4",846.556566037633
2009-10-03,"ATM4",576.16934427039
2009-10-04,"ATM4",441.883926769272
2009-10-05,"ATM4",319.404845600085
2009-10-06,"ATM4",154.163484423112
2009-10-07,"ATM4",543.239374511312
2009-10-08,"ATM4",124.334414557572
2009-10-09,"ATM4",449.074910146331
2009-10-10,"ATM4",614.654064053255
2009-10-11,"ATM4",219.237855425154
2009-10-12,"ATM4",945.736416755682
2009-10-13,"ATM4",9.69124277507008
2009-10-14,"ATM4",696.245755509756
2009-10-15,"ATM4",8.08428352842259
2009-10-16,"ATM4",845.463546118183
2009-10-17,"ATM4",212.902683117834
2009-10-18,"ATM4",9.15513501769954
2009-10-19,"ATM4",46.8314210776752
2009-10-20,"ATM4",30.3723763048343
2009-10-21,"ATM4",400.484973621883
2009-10-22,"ATM4",61.338241055959
2009-10-23,"ATM4",428.0469517486
2009-10-24,"ATM4",1.56325954345137
2009-10-25,"ATM4",9.01882644863672
2009-10-26,"ATM4",50.3042149666697
2009-10-27,"ATM4",313.414359313331
2009-10-28,"ATM4",626.687136432635
2009-10-29,"ATM4",5.8820761559441
2009-10-30,"ATM4",77.8030242697456
2009-10-31,"ATM4",337.894871092869
2009-11-01,"ATM4",211.812231723059
2009-11-02,"ATM4",690.122884080333
2009-11-03,"ATM4",596.381876571812
2009-11-04,"ATM4",65.2784827550509
2009-11-05,"ATM4",77.4444541654741
2009-11-06,"ATM4",43.7214094516489
2009-11-07,"ATM4",964.175254658543
2009-11-08,"ATM4",834.959599041899
2009-11-09,"ATM4",636.962625925853
2009-11-10,"ATM4",927.078613877721
2009-11-11,"ATM4",75.8730554340455
2009-11-12,"ATM4",43.6905497151486
2009-11-13,"ATM4",621.292500656753
2009-11-14,"ATM4",312.582040954953
2009-11-15,"ATM4",825.635396239987
2009-11-16,"ATM4",413.620439788516
2009-11-17,"ATM4",194.04735519455
2009-11-18,"ATM4",345.695899857765
2009-11-19,"ATM4",32.4281114589097
2009-11-20,"ATM4",655.315200220444
2009-11-21,"ATM4",638.136824389275
2009-11-22,"ATM4",15.3067574927029
2009-11-23,"ATM4",299.663010144965
2009-11-24,"ATM4",626.662127441092
2009-11-25,"ATM4",601.141158201118
2009-11-26,"ATM4",64.1312495169002
2009-11-27,"ATM4",562.763323387585
2009-11-28,"ATM4",317.253589383526
2009-11-29,"ATM4",1167.26443709189
2009-11-30,"ATM4",47.3651253009407
2009-12-01,"ATM4",993.777470410083
2009-12-02,"ATM4",687.196934958468
2009-12-03,"ATM4",71.1475671050568
2009-12-04,"ATM4",1046.9712810577
2009-12-05,"ATM4",1009.05023053923
2009-12-06,"ATM4",288.649516431328
2009-12-07,"ATM4",591.508330709107
2009-12-08,"ATM4",230.605914842917
2009-12-09,"ATM4",578.431797562063
2009-12-10,"ATM4",70.2106385485653
2009-12-11,"ATM4",580.796406168455
2009-12-12,"ATM4",149.150819632152
2009-12-13,"ATM4",403.861263005501
2009-12-14,"ATM4",124.958720924079
2009-12-15,"ATM4",230.148897436632
2009-12-16,"ATM4",19.0084532418081
2009-12-17,"ATM4",128.638639893298
2009-12-18,"ATM4",327.965320783926
2009-12-19,"ATM4",532.245673104081
2009-12-20,"ATM4",877.397771522905
2009-12-21,"ATM4",662.112868890277
2009-12-22,"ATM4",300.629002275054
2009-12-23,"ATM4",667.628260827946
2009-12-24,"ATM4",14.5733216451501
2009-12-25,"ATM4",660.355295523878
2009-12-26,"ATM4",510.988822551862
2009-12-27,"ATM4",164.462090996127
2009-12-28,"ATM4",748.172761776163
2009-12-29,"ATM4",174.24140491357
2009-12-30,"ATM4",20.1927246146696
2009-12-31,"ATM4",100.686542796811
2010-01-01,"ATM4",985.956884094055
2010-01-02,"ATM4",597.058059637518
2010-01-03,"ATM4",468.457249728737
2010-01-04,"ATM4",856.581157617868
2010-01-05,"ATM4",684.77426071096
2010-01-06,"ATM4",381.562058400846
2010-01-07,"ATM4",152.092361988565
2010-01-08,"ATM4",271.934401700032
2010-01-09,"ATM4",135.499644668524
2010-01-10,"ATM4",1105.01859459692
2010-01-11,"ATM4",291.765790221834
2010-01-12,"ATM4",1141.42665533123
2010-01-13,"ATM4",140.502719995165
2010-01-14,"ATM4",8.7815283658262
2010-01-15,"ATM4",85.2601147222755
2010-01-16,"ATM4",66.6559325537191
2010-01-17,"ATM4",709.93856816282
2010-01-18,"ATM4",567.549589891424
2010-01-19,"ATM4",486.824572151943
2010-01-20,"ATM4",17.4812378452732
2010-01-21,"ATM4",49.2081120684537
2010-01-22,"ATM4",357.233560971277
2010-01-23,"ATM4",179.888632199886
2010-01-24,"ATM4",728.992926153069
2010-01-25,"ATM4",261.121739928252
2010-01-26,"ATM4",628.86304697333
2010-01-27,"ATM4",277.044814971986
2010-01-28,"ATM4",41.4754868680502
2010-01-29,"ATM4",1574.7793299617
2010-01-30,"ATM4",669.707652917041
2010-01-31,"ATM4",979.675944042052
2010-02-01,"ATM4",426.40600820829
2010-02-02,"ATM4",153.242691843242
2010-02-03,"ATM4",274.949921195619
2010-02-04,"ATM4",136.2763575951
2010-02-05,"ATM4",454.416949720665
2010-02-06,"ATM4",458.304270125055
2010-02-07,"ATM4",112.030627909989
2010-02-08,"ATM4",417.912275798151
2010-02-09,"ATM4",10919.761637704
2010-02-10,"ATM4",42.4380779193944
2010-02-11,"ATM4",280.043427058093
2010-02-12,"ATM4",412.31888065844
2010-02-13,"ATM4",852.837415561515
2010-02-14,"ATM4",179.702083918353
2010-02-15,"ATM4",226.047368152384
2010-02-16,"ATM4",989.195610317924
2010-02-17,"ATM4",824.916780609469
2010-02-18,"ATM4",966.610560586021
2010-02-19,"ATM4",734.220166781831
2010-02-20,"ATM4",121.332621904179
2010-02-21,"ATM4",287.931828593555
2010-02-22,"ATM4",502.748346369994
2010-02-23,"ATM4",9.75277554328113
2010-02-24,"ATM4",258.138869179529
2010-02-25,"ATM4",1170.28822791725
2010-02-26,"ATM4",193.079004294463
2010-02-27,"ATM4",402.770394800606
2010-02-28,"ATM4",1275.96816677297
2010-03-01,"ATM4",819.881512083889
2010-03-02,"ATM4",26.3926149187391
2010-03-03,"ATM4",893.88450708737
2010-03-04,"ATM4",360.641556635615
2010-03-05,"ATM4",859.899389422705
2010-03-06,"ATM4",381.473088874741
2010-03-07,"ATM4",9.71120539780378
2010-03-08,"ATM4",601.016952508731
2010-03-09,"ATM4",32.4549583048951
2010-03-10,"ATM4",553.395793427255
2010-03-11,"ATM4",572.374701982563
2010-03-12,"ATM4",218.831558168772
2010-03-13,"ATM4",828.326827481276
2010-03-14,"ATM4",630.762176251373
2010-03-15,"ATM4",339.418303855107
2010-03-16,"ATM4",31.5022100098324
2010-03-17,"ATM4",486.679944269266
2010-03-18,"ATM4",335.363138188347
2010-03-19,"ATM4",340.008594626007
2010-03-20,"ATM4",291.282267438965
2010-03-21,"ATM4",46.0294105158321
2010-03-22,"ATM4",201.403616072321
2010-03-23,"ATM4",9.55830050948921
2010-03-24,"ATM4",877.966102962036
2010-03-25,"ATM4",778.110790866159
2010-03-26,"ATM4",707.613493721525
2010-03-27,"ATM4",351.457834764422
2010-03-28,"ATM4",711.049106751968
2010-03-29,"ATM4",502.518192001434
2010-03-30,"ATM4",23.3375687383967
2010-03-31,"ATM4",492.909935671497
2010-04-01,"ATM4",405.312584145249
2010-04-02,"ATM4",818.394331249485
2010-04-03,"ATM4",152.270800407043
2010-04-04,"ATM4",281.113528121518
2010-04-05,"ATM4",470.425772062531
2010-04-06,"ATM4",2.50731690040638
2010-04-07,"ATM4",414.741223167027
2010-04-08,"ATM4",719.426782715821
2010-04-09,"ATM4",811.716824956379
2010-04-10,"ATM4",889.584209085954
2010-04-11,"ATM4",616.127546873357
2010-04-12,"ATM4",61.1443542966714
2010-04-13,"ATM4",27.3256714386589
2010-04-14,"ATM4",767.77815338759
2010-04-15,"ATM4",326.084092777159
2010-04-16,"ATM4",825.197816271431
2010-04-17,"ATM4",383.815024779004
2010-04-18,"ATM4",195.483453801715
2010-04-19,"ATM4",711.164653124728
2010-04-20,"ATM4",29.8690113905627
2010-04-21,"ATM4",556.792330315896
2010-04-22,"ATM4",386.175334506661
2010-04-23,"ATM4",165.294180864632
2010-04-24,"ATM4",5.45181460094306
2010-04-25,"ATM4",542.280602488628
2010-04-26,"ATM4",403.839336030859
2010-04-27,"ATM4",13.6973309283063
2010-04-28,"ATM4",348.201060757756
2010-04-29,"ATM4",44.2453453817764
2010-04-30,"ATM4",482.287106882489
